"id","itemTime","trial.","kind","option","trainingMessage","color","scenario","qud","value","askedQuestion","bet","sentExpression","RT","language","comments","engagement","difficulty","passed.control","overall.control.score"
"YTZWD0846M",1500485563082,14,"trial","nomatter","nomatter","white","dual","wh","0","dots","dots","certNot",2502,"English","no other comments",7,0,1,4
"YTZWD0846M",1500485578771,15,"trial","nomatter","nomatter","black","plural","polar","3","dots","dots","probNot",15688,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485582736,16,"trial","nomatter","nomatter","black","dual","wh","5","dots","dots","prob",3964,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485586508,17,"trial","nomatter","nomatter","white","plural","wh","4","dots","dots","probNot",3771,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485589318,18,"trial","nomatter","nomatter","blue","plural","wh","5","dots","dots","prob",2809,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485592404,19,"trial","nomatter","nomatter","white","plural","polar","5","dots","dots","prob",3085,"English","no other comments",7,0,NA,4
"ZABTD0170P",1500408197560,1,"training","singlebet","prob","black","nomatter","nomatter","nomatter","black","black","dots",35210,"english",NA,8,3,NA,4
"ZABTD0170P",1500408211412,2,"training","singlebet","certNot","red","nomatter","nomatter","nomatter","red","dont","dots",13851,"english",NA,8,3,NA,4
"ZABTD0170P",1500408223223,3,"training","multibet","cert","black","nomatter","nomatter","nomatter","wh","black","dots",11810,"english",NA,8,3,NA,4
"ZABTD0170P",1500408248681,4,"trial","nomatter","nomatter","blue","plural","wh","0","dots","dots","certNot",16885,"english",NA,8,3,1,4
"ZABTD0170P",1500408265584,5,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","probNot",16901,"english",NA,8,3,NA,4
"ZABTD0170P",1500408271034,6,"trial","nomatter","nomatter","black","plural","polar","10","dots","dots","cert",5446,"english",NA,8,3,1,4
"ZABTD0170P",1500408280367,7,"trial","nomatter","nomatter","red","dual","wh","4","dots","dots","probNot",9328,"english",NA,8,3,NA,4
"ZABTD0170P",1500408299693,8,"trial","nomatter","nomatter","red","plural","wh","3","dots","dots","probNot",19324,"english",NA,8,3,NA,4
"ZABTD0170P",1500408303840,9,"trial","nomatter","nomatter","blue","dual","polar","0","dots","dots","certNot",4143,"english",NA,8,3,1,4
"ZABTD0170P",1500408309023,10,"trial","nomatter","nomatter","red","dual","wh","3","dots","dots","probNot",5181,"english",NA,8,3,NA,4
"ZABTD0170P",1500408315469,11,"trial","nomatter","nomatter","black","dual","wh","5","dots","dots","prob",6440,"english",NA,8,3,NA,4
"ZABTD0170P",1500408322059,12,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",6588,"english",NA,8,3,NA,4
"ZABTD0170P",1500408326635,13,"trial","nomatter","nomatter","red","plural","wh","5","dots","dots","prob",4571,"english",NA,8,3,NA,4
"ZABTD0170P",1500408331389,14,"trial","nomatter","nomatter","white","dual","polar","10","dots","dots","cert",4752,"english",NA,8,3,1,4
"ZABTD0170P",1500408335631,15,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",4239,"english",NA,8,3,NA,4
"ZABTD0170P",1500408340363,16,"trial","nomatter","nomatter","red","dual","polar","3","dots","dots","probNot",4730,"english",NA,8,3,NA,4
"ZABTD0170P",1500408350113,17,"trial","nomatter","nomatter","red","dual","polar","5","dots","dots","prob",9748,"english",NA,8,3,NA,4
"ZABTD0170P",1500408443337,18,"trial","nomatter","nomatter","blue","plural","polar","3","dots","dots","probNot",93222,"english",NA,8,3,NA,4
"ZABTD0170P",1500408447839,19,"trial","nomatter","nomatter","black","plural","wh","4","dots","dots","probNot",4500,"english",NA,8,3,NA,4
"ZEGSU8417S",1500404549789,1,"training","multibet","probNot","black","nomatter","nomatter","nomatter","wh","dont","dots",20728,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404560129,2,"training","singlebet","certNot","red","nomatter","nomatter","nomatter","wh","dont","dots",10336,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404563874,3,"training","multibet","prob","black","nomatter","nomatter","nomatter","wh","black","dots",3741,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404574869,4,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","probNot",8758,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404579412,5,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",4534,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404586943,6,"trial","nomatter","nomatter","black","plural","polar","3","dots","dots","probNot",7525,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404589363,7,"trial","nomatter","nomatter","black","plural","polar","10","dots","dots","cert",2412,"English","I really liked this. Thanks a lot!",10,2,1,4
"ZEGSU8417S",1500404591495,8,"trial","nomatter","nomatter","white","dual","polar","4","dots","dots","probNot",2127,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404594014,9,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","probNot",2512,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404596623,10,"trial","nomatter","nomatter","red","plural","wh","3","dots","dots","probNot",2604,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404599796,11,"trial","nomatter","nomatter","white","plural","wh","5","dots","dots","prob",3168,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404602018,12,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","probNot",2214,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404606023,13,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",3994,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404608623,14,"trial","nomatter","nomatter","white","plural","polar","4","dots","dots","probNot",2592,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404611431,15,"trial","nomatter","nomatter","white","plural","wh","0","dots","dots","certNot",2799,"English","I really liked this. Thanks a lot!",10,2,1,4
"ZEGSU8417S",1500404614578,16,"trial","nomatter","nomatter","blue","plural","polar","5","dots","dots","prob",3137,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZEGSU8417S",1500404616638,17,"trial","nomatter","nomatter","white","dual","wh","0","dots","dots","certNot",2052,"English","I really liked this. Thanks a lot!",10,2,1,4
"ZEGSU8417S",1500404620760,18,"trial","nomatter","nomatter","black","plural","wh","10","dots","dots","cert",4116,"English","I really liked this. Thanks a lot!",10,2,1,4
"ZEGSU8417S",1500404626616,19,"trial","nomatter","nomatter","blue","dual","wh","3","dots","dots","probNot",5845,"English","I really liked this. Thanks a lot!",10,2,NA,4
"ZTKBV2217C",1500482634188,1,"training","multibet","probNot","red","nomatter","nomatter","nomatter","wh","blue","dots",25740,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482654251,2,"training","singlebet","certNot","red","nomatter","nomatter","nomatter","red","dont","dots",20063,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482677603,3,"training","multibet","cert","black","nomatter","nomatter","nomatter","black","black","dots",23351,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482694027,4,"trial","nomatter","nomatter","black","plural","polar","3","dots","dots","prob",11151,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482700397,5,"trial","nomatter","nomatter","red","dual","polar","3","dots","dots","prob",6369,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482703587,6,"trial","nomatter","nomatter","white","plural","polar","4","dots","dots","prob",3189,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482706755,7,"trial","nomatter","nomatter","black","plural","wh","4","dots","dots","prob",3167,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482711227,8,"trial","nomatter","nomatter","white","dual","wh","5","dots","dots","prob",4471,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482715747,9,"trial","nomatter","nomatter","blue","plural","wh","0","dots","dots","certNot",4519,"English","Thank you!",5,0,1,4
"ZTKBV2217C",1500482718123,10,"trial","nomatter","nomatter","white","plural","wh","5","dots","dots","prob",2374,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482721587,11,"trial","nomatter","nomatter","blue","plural","polar","10","dots","dots","cert",3463,"English","Thank you!",5,0,1,4
"ZTKBV2217C",1500482725251,12,"trial","nomatter","nomatter","red","plural","wh","3","dots","dots","prob",3663,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482728435,13,"trial","nomatter","nomatter","white","dual","wh","3","dots","dots","prob",3183,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482731467,14,"trial","nomatter","nomatter","blue","dual","polar","5","dots","dots","prob",3031,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482734827,15,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",3359,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482737635,16,"trial","nomatter","nomatter","black","plural","wh","10","dots","dots","cert",2806,"English","Thank you!",5,0,1,4
"ZTKBV2217C",1500482739987,17,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","prob",2351,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482742899,18,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","prob",2911,"English","Thank you!",5,0,NA,4
"ZTKBV2217C",1500482747227,19,"trial","nomatter","nomatter","blue","plural","polar","0","dots","dots","certNot",4327,"English","Thank you!",5,0,1,4
